brand_name,product_name,product_type,post_type,platform,region,gender,age_range,social_media_mentions,review_rating,price_usd,availability_status,followers,likes,comments,shares,product_category,post_day_of_week,is_weekend,engagement_rate,comment_to_like_ratio,share_to_like_ratio,is_luxury_handbag,high_price_tier,premium_engagement,is_western_market,young_demographic,high_rating,mentions_per_follower
Louis Vuitton,Louis Vuitton Modern Sunglasses,Sunglasses,Video,Instagram,Middle East,Female,35-44,3438.0,2.6,3736.31,Pre-order,5002552.0,855653.0,12446.0,11244.0,Footwear,Saturday,1,17.577888245839326,0.01454559903886384,0.013140825614091677,0,0,0,0,0,0,687.2492279940319
Louis Vuitton,Louis Vuitton Modern Belt,Belt,Reel,Instagram,South America,Female,18-24,4049.0,2.3,4322.09,In Stock,8342197.0,845777.0,3597.0,6575.0,Luxury Accessories,Friday,0,10.26047454885086,0.004252889055993417,0.007773907573855078,0,1,0,0,1,0,485.36374770339273
Gucci,Gucci Classic Belt,Belt,Reel,TikTok,Asia,Female,25-34,694.0,2.2,1796.51,In Stock,5155905.0,705642.0,29541.0,19813.0,Apparel,Sunday,1,14.64332643832654,0.041863945366141235,0.028077937427282634,0,0,0,0,1,0,134.60294555466015
Louis Vuitton,Louis Vuitton Chic Sunglasses,Sunglasses,Live,YouTube,South America,Non-binary,18-24,3997.0,2.8,2486.03,Pre-order,4795514.0,458450.0,22578.0,17355.0,Apparel,Saturday,1,10.392692003401512,0.04924844748948088,0.03785573594560815,0,0,0,0,1,0,833.4872966693456
Gucci,Gucci Vintage Belt,Belt,Story,Twitter,South America,Male,35-44,1457.0,3.9,3474.7,Pre-order,5477809.0,87127.0,28415.0,6456.0,Apparel,Thursday,0,2.2271313220303957,0.3261293728766872,0.07409787898264622,0,0,0,0,0,0,265.98225677456077
Gucci,Gucci Classic Perfume,Perfume,Live,YouTube,North America,Female,18-24,858.0,3.8,1070.49,In Stock,2190557.0,403715.0,8034.0,1635.0,Footwear,Saturday,1,18.87118207834811,0.019900127812620752,0.004049876645959041,0,0,0,1,1,0,391.6812025434627
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Video,TikTok,Europe,Female,55+,3873.0,4.5,3732.02,In Stock,2317639.0,543878.0,13588.0,18379.0,Apparel,Saturday,1,24.846190455027724,0.024983498167790996,0.03379244280437377,0,0,0,1,0,1,1671.0971812262394
Gucci,Gucci Elegant Handbag,Handbag,Reel,YouTube,North America,Non-binary,45-54,1061.0,3.0,2832.65,Pre-order,7463468.0,360788.0,2311.0,17324.0,Fragrances,Sunday,1,5.097134468855497,0.006405405929781673,0.04801698499677096,1,0,0,1,0,0,142.15911423483024
Louis Vuitton,Louis Vuitton Chic Belt,Belt,Video,Instagram,North America,Female,55+,1374.0,1.2,1361.96,Out of Stock,7560259.0,305993.0,18685.0,2140.0,Eyewear,Monday,0,4.3228413206478775,0.06106328882265665,0.006993601181722518,0,0,0,1,0,0,181.73980547491826
Gucci,Gucci Bold Shoes,Shoes,Video,Twitter,North America,Female,18-24,3609.0,4.3,3666.62,Out of Stock,9169153.0,485039.0,47818.0,3328.0,Fragrances,Saturday,1,5.847704798905635,0.09858568365495629,0.0068612897905327395,0,0,0,1,1,1,393.602331643937
Louis Vuitton,Louis Vuitton Chic Handbag,Handbag,Live,Instagram,Asia,Non-binary,45-54,3933.0,1.3,1802.93,Pre-order,5834773.0,622678.0,44224.0,1828.0,Footwear,Saturday,1,11.461114254144935,0.07102214784824926,0.0029357020230327342,1,0,0,0,0,0,674.062212874434
Gucci,Gucci Elegant Sunglasses,Sunglasses,Image,Twitter,Middle East,Male,35-44,3202.0,1.0,2117.45,Out of Stock,5417233.0,890728.0,49391.0,10222.0,Apparel,Sunday,1,17.542922743031358,0.055450086389912084,0.011475993259453773,0,0,0,0,0,0,591.0766622000567
Louis Vuitton,Louis Vuitton Elegant Perfume,Perfume,Live,TikTok,South America,Male,25-34,1101.0,2.8,262.64,Pre-order,4987398.0,549405.0,5027.0,1757.0,Footwear,Wednesday,0,11.151887216540569,0.009149881872422216,0.00319799929378274,0,0,0,0,1,0,220.75639441648732
Louis Vuitton,Louis Vuitton Modern Shoes,Shoes,Story,YouTube,North America,Male,35-44,2055.0,3.9,2762.29,Pre-order,7100551.0,718210.0,17548.0,6495.0,Footwear,Monday,0,10.453456358527669,0.024432931269501582,0.00904330343032897,0,0,0,1,0,0,289.4141595490265
Louis Vuitton,Louis Vuitton Modern Belt,Belt,Video,TikTok,North America,Non-binary,55+,969.0,1.7,3948.97,In Stock,1054141.0,702930.0,5746.0,496.0,Eyewear,Thursday,0,67.27487119844498,0.008174344281302148,0.0007056169097678151,0,1,1,1,0,0,919.2318674636505
Gucci,Gucci Chic Belt,Belt,Reel,Twitter,South America,Female,55+,4601.0,1.2,4396.3,Pre-order,6033627.0,512052.0,46624.0,6832.0,Footwear,Friday,0,9.37260457101508,0.09105307458407626,0.013342368856348855,0,1,0,0,0,0,762.5595682331705
Louis Vuitton,Louis Vuitton Vintage Perfume,Perfume,Video,Twitter,South America,Male,55+,4721.0,1.0,465.72,Out of Stock,164848.0,940537.0,45944.0,16954.0,Luxury Accessories,Friday,0,608.7031689799088,0.04884863769459607,0.0180258532882244,0,0,1,0,0,0,28638.50334853926
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Story,Instagram,Middle East,Non-binary,35-44,3085.0,3.7,1993.59,In Stock,5896665.0,402165.0,24767.0,5424.0,Eyewear,Wednesday,0,7.3322123607157605,0.06158402251806468,0.013486968067912256,0,0,0,0,0,0,523.1770839957841
Louis Vuitton,Louis Vuitton Bold Shoes,Shoes,Live,Instagram,Europe,Non-binary,45-54,1624.0,3.6,861.04,Pre-order,8660691.0,21762.0,422.0,7418.0,Footwear,Sunday,1,0.3417972076362036,0.019390709001516335,0.3408537425906355,0,0,0,1,0,0,187.5139062229561
Gucci,Gucci Bold Handbag,Handbag,Image,Twitter,Europe,Non-binary,25-34,1966.0,3.1,3282.84,In Stock,8674359.0,931230.0,40857.0,13051.0,Footwear,Saturday,1,11.35689680355632,0.0438741837417354,0.014014782583483583,1,0,0,1,1,0,226.64498898420044
Louis Vuitton,Louis Vuitton Classic Watch,Watch,Image,Instagram,Middle East,Male,45-54,3376.0,4.0,1874.3,Out of Stock,4013357.0,614031.0,31115.0,7758.0,Eyewear,Wednesday,0,16.268276158836606,0.05067325481408135,0.01263452067644683,0,0,0,0,0,1,841.1910527770143
Gucci,Gucci Vintage Perfume,Perfume,Image,Twitter,Europe,Non-binary,35-44,2980.0,1.6,4353.61,In Stock,7155316.0,802285.0,10488.0,10511.0,Apparel,Saturday,1,11.50590693688441,0.013072644917149247,0.013101312998107907,0,1,0,1,0,0,416.473570140019
Louis Vuitton,Louis Vuitton Vintage Shoes,Shoes,Reel,Instagram,Asia,Male,18-24,2677.0,4.4,636.7,In Stock,251258.0,96114.0,12079.0,19376.0,Luxury Accessories,Thursday,0,50.77211471873533,0.12567237163814182,0.20159184310461425,0,0,1,0,1,1,10654.387123992072
Louis Vuitton,Louis Vuitton Classic Shoes,Shoes,Story,Facebook,North America,Non-binary,25-34,2992.0,4.5,2644.69,Pre-order,2208722.0,917717.0,38679.0,18164.0,Footwear,Wednesday,0,44.12325317536566,0.04214693402548495,0.01979257244600193,0,0,1,1,1,1,1354.6295097345887
Louis Vuitton,Louis Vuitton Bold Belt,Belt,Video,YouTube,Europe,Male,18-24,4557.0,1.5,1781.49,Pre-order,870318.0,314281.0,24767.0,17865.0,Apparel,Sunday,1,41.009493081839054,0.07880502224117195,0.05684385360917902,0,0,1,1,1,0,5236.017179927337
Gucci,Gucci Bold Perfume,Perfume,Image,Instagram,Middle East,Non-binary,18-24,2178.0,1.9,1927.75,Out of Stock,2587400.0,704321.0,14786.0,19528.0,Fragrances,Thursday,0,28.54738347375744,0.020993238887895026,0.027725954889950902,0,0,1,0,1,0,841.7716626729535
Louis Vuitton,Louis Vuitton Modern Shoes,Shoes,Live,Twitter,Europe,Male,45-54,4981.0,3.9,2277.71,In Stock,8177244.0,698130.0,3916.0,11579.0,Luxury Accessories,Monday,0,8.726962287049279,0.005609262445013901,0.01658571242359958,0,0,0,1,0,0,609.1294328504812
Gucci,Gucci Bold Handbag,Handbag,Live,YouTube,South America,Male,18-24,3168.0,1.9,1852.89,Pre-order,419381.0,502330.0,14899.0,15225.0,Eyewear,Friday,0,126.96187953197689,0.02965972635572959,0.030308700836699308,1,0,1,0,1,0,7553.990285682947
Louis Vuitton,Louis Vuitton Modern Shoes,Shoes,Live,Instagram,North America,Male,45-54,1851.0,3.4,3740.97,Out of Stock,9936280.0,229768.0,24127.0,9653.0,Apparel,Friday,0,2.652380971550721,0.10500546200749448,0.042011759636852664,0,0,0,1,0,0,186.28702089715668
Gucci,Gucci Classic Shoes,Shoes,Reel,YouTube,Europe,Non-binary,45-54,552.0,4.4,2165.4,Out of Stock,2476740.0,762723.0,39746.0,9025.0,Fragrances,Monday,0,32.76460185566511,0.052110593084785585,0.011832589508131382,0,0,1,1,0,1,222.87361612442163
Gucci,Gucci Elegant Watch,Watch,Live,TikTok,Asia,Non-binary,35-44,61.0,1.7,2441.91,Pre-order,6908141.0,862864.0,21577.0,13641.0,Luxury Accessories,Thursday,0,13.000342639213647,0.025006229247912477,0.015808962004485057,0,0,0,0,0,0,8.83016139942714
Gucci,Gucci Modern Shoes,Shoes,Reel,YouTube,Asia,Female,25-34,814.0,4.3,4702.51,Pre-order,2227624.0,502330.0,47485.0,1197.0,Fragrances,Thursday,0,24.73541315769627,0.09452930438296661,0.0023828909623336007,0,1,0,0,1,1,365.4117571008393
Gucci,Gucci Bold Handbag,Handbag,Story,Instagram,Europe,Male,18-24,4874.0,3.0,3836.29,Pre-order,7057596.0,362225.0,23776.0,2644.0,Luxury Accessories,Tuesday,0,5.50676179254239,0.06563857922954178,0.007299310375290564,1,1,0,1,1,0,690.6034292696833
Gucci,Gucci Bold Perfume,Perfume,Story,Facebook,Asia,Female,18-24,24.0,2.9,2926.74,Pre-order,9546142.0,502330.0,6687.0,5142.0,Luxury Accessories,Wednesday,0,5.386039721596432,0.013311939736946356,0.010236278469773914,0,0,0,0,1,0,2.5141046508631444
Gucci,Gucci Vintage Handbag,Handbag,Reel,YouTube,South America,Male,45-54,495.0,1.1,981.4,Pre-order,2772080.0,791868.0,49391.7,3876.0,Eyewear,Sunday,1,30.487420997951,0.06237357441698058,0.004894749005201618,1,0,1,0,0,0,178.5662751435745
Gucci,Gucci Vintage Watch,Watch,Reel,Instagram,North America,Non-binary,55+,1970.0,3.8,1691.6,In Stock,9266241.0,427809.0,6108.0,7362.0,Luxury Accessories,Thursday,0,4.762222351005117,0.014277366120474042,0.01720857389962834,0,0,0,1,0,0,212.5996938780245
Gucci,Gucci Elegant Watch,Watch,Image,Facebook,North America,Male,55+,3421.0,1.6,1075.64,Pre-order,2351695.0,784447.0,34566.0,9814.0,Fragrances,Thursday,0,35.24381350472744,0.04406410622501428,0.01251070816676185,0,0,1,1,0,0,1454.6954430740382
Louis Vuitton,Louis Vuitton Chic Shoes,Shoes,Reel,TikTok,Europe,Male,25-34,3884.0,4.2,1047.71,Out of Stock,2257060.0,502330.0,41330.0,16941.0,Eyewear,Saturday,1,24.837664926940356,0.0822764272959463,0.03372477509849084,0,0,0,1,1,1,1720.822663110418
Louis Vuitton,Louis Vuitton Modern Perfume,Perfume,Image,Twitter,Asia,Female,35-44,1725.0,3.8,2569.63,In Stock,787766.0,990118.0,30601.0,16791.0,Luxury Accessories,Sunday,1,131.70281530302145,0.03090638600006666,0.016958567606520026,0,0,1,0,0,0,2189.7365461317195
Louis Vuitton,Louis Vuitton Vintage Perfume,Perfume,Story,YouTube,Middle East,Non-binary,45-54,2545.0,4.5,627.33,In Stock,6471249.0,933784.0,24767.0,13979.0,Luxury Accessories,Wednesday,0,15.028474410426798,0.026523236076827106,0.014970255465658583,0,0,0,0,0,1,393.2780209817301
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Image,YouTube,Asia,Female,35-44,4643.0,4.0,2288.8,Out of Stock,7980548.0,164965.0,29924.0,13168.0,Luxury Accessories,Wednesday,0,2.607051545833695,0.18139495411175635,0.07982250888061783,0,0,0,0,0,1,581.7896214645912
Louis Vuitton,Louis Vuitton Bold Watch,Watch,Story,YouTube,Middle East,Female,25-34,1423.0,1.1,4084.23,Pre-order,9620815.0,696636.0,10038.0,11086.0,Footwear,Friday,0,7.4604906133212205,0.01440922603881218,0.015913596320608868,0,1,0,0,1,0,147.90846721405617
Gucci,Gucci Bold Handbag,Handbag,Reel,YouTube,Europe,Non-binary,35-44,4239.0,1.5,2322.24,In Stock,4669537.0,988964.0,37941.0,13754.0,Fragrances,Tuesday,0,22.28612815360495,0.038364350608969984,0.01390746891952698,1,0,0,1,0,0,907.7987817635881
Gucci,Gucci Bold Perfume,Perfume,Live,TikTok,Middle East,Non-binary,45-54,1670.0,1.4,2961.23,Out of Stock,6920067.0,464691.0,2115.0,10002.0,Eyewear,Thursday,0,6.890222305651086,0.004551401788711663,0.021523934132715864,0,0,0,0,0,0,241.32714321985608
Gucci,Gucci Elegant Handbag,Handbag,Video,Twitter,Europe,Male,45-54,2078.0,4.8,2601.52,Out of Stock,2489038.0,866783.0,49391.7,4452.0,Footwear,Friday,0,36.987249692451456,0.056982708494849925,0.005136227710709935,1,0,1,1,0,1,834.8606971850169
Louis Vuitton,Louis Vuitton Chic Handbag,Handbag,Image,TikTok,Europe,Non-binary,35-44,2486.0,1.6,1977.28,In Stock,3372537.0,39195.0,24767.0,11053.0,Fragrances,Sunday,1,2.2242899040099484,0.6318757016022043,0.28199306051637923,1,0,0,1,0,0,737.1305340756825
Gucci,Gucci Bold Belt,Belt,Video,YouTube,Asia,Non-binary,18-24,3454.0,4.6,886.88,Out of Stock,1898113.0,654618.0,43404.0,11342.0,Eyewear,Wednesday,0,37.37206372855567,0.06630421665121239,0.017326108774722397,0,0,1,0,1,1,1819.701988237792
Louis Vuitton,Louis Vuitton Vintage Perfume,Perfume,Image,Facebook,Asia,Non-binary,25-34,270.0,3.8,2671.73,Out of Stock,5705247.0,321458.0,23098.0,11849.0,Luxury Accessories,Wednesday,0,6.246968799072152,0.07185364229964007,0.03686006613596135,0,0,0,0,1,0,47.32485727611793
Gucci,Gucci Classic Watch,Watch,Image,Instagram,North America,Female,45-54,1760.0,2.6,2441.65,Pre-order,4587205.0,354659.0,24767.0,16245.0,Eyewear,Saturday,1,8.62553559302451,0.06983307956916483,0.04580443241414312,0,0,0,1,0,0,383.675898504645
Louis Vuitton,Louis Vuitton Bold Belt,Belt,Image,Facebook,Middle East,Non-binary,18-24,4003.0,4.0,3087.07,In Stock,239320.0,546513.0,1187.0,10604.0,Footwear,Friday,0,233.28764833695473,0.0021719480196298723,0.01940297961259913,0,0,1,0,1,1,16726.558582650843
Louis Vuitton,Louis Vuitton Vintage Handbag,Handbag,Story,Twitter,North America,Non-binary,55+,1749.0,4.0,1384.41,In Stock,8649510.0,502330.0,38289.0,18514.0,Eyewear,Sunday,1,6.464331505484126,0.07622265000567355,0.03685617650513307,1,0,0,1,0,1,202.20798634835964
Gucci,Gucci Chic Sunglasses,Sunglasses,Reel,TikTok,Asia,Non-binary,18-24,1849.0,1.2,4608.28,Pre-order,7531646.0,331603.0,338.0,12840.0,Footwear,Wednesday,0,4.577764276228596,0.0010192880664889447,0.03872088394591139,0,1,0,0,1,0,245.49746496317005
Gucci,Gucci Vintage Watch,Watch,Live,YouTube,Europe,Male,45-54,4619.0,4.9,893.81,Out of Stock,391322.0,752712.0,22477.0,12276.0,Apparel,Saturday,1,201.23197775744782,0.02986131500319511,0.016309004892967174,0,0,1,1,0,1,11803.578638563638
Louis Vuitton,Louis Vuitton Chic Watch,Watch,Live,Instagram,South America,Male,55+,3176.0,1.1,4475.78,Pre-order,951953.0,764597.0,18988.0,11631.0,Fragrances,Wednesday,0,83.53521654955655,0.024833965037836876,0.015211915280971176,0,1,1,0,0,0,3336.2991660302555
Gucci,Gucci Modern Belt,Belt,Image,TikTok,Asia,Female,18-24,248.0,4.2,4385.24,Out of Stock,1975530.0,417713.0,28569.0,230.0,Fragrances,Tuesday,0,22.602137148005852,0.06839368563179592,0.0005506159716935511,0,1,0,0,1,1,125.53593212960573
Gucci,Gucci Bold Perfume,Perfume,Live,Instagram,Middle East,Female,18-24,3838.0,1.3,2279.89,Pre-order,9136164.0,22380.0,29891.0,9335.0,Fragrances,Sunday,1,0.6743092615237642,1.3355524775479202,0.4170948572449846,0,0,0,0,1,0,420.08878124341896
Gucci,Gucci Bold Handbag,Handbag,Reel,Facebook,South America,Non-binary,55+,4133.0,3.0,3618.49,Out of Stock,9142857.0,319116.0,40362.0,2360.0,Fragrances,Sunday,1,3.95760318683755,0.12648025645766287,0.007395406700363817,1,0,0,0,0,0,452.04688206323254
Louis Vuitton,Louis Vuitton Bold Handbag,Handbag,Story,TikTok,North America,Male,25-34,3074.0,4.1,4445.59,Pre-order,4535726.0,174399.0,46800.0,11399.0,Eyewear,Friday,0,5.128131637581283,0.268348623853211,0.0653612385321101,1,1,0,1,1,1,677.7305331053948
Louis Vuitton,Louis Vuitton Chic Sunglasses,Sunglasses,Live,Twitter,Asia,Female,55+,1424.0,3.6,3370.06,Out of Stock,4770410.0,671852.0,33876.0,7435.0,Eyewear,Tuesday,0,14.949721302781102,0.05042174404222352,0.011066408872178884,0,0,0,0,0,0,298.50683693854404
Louis Vuitton,Louis Vuitton Classic Sunglasses,Sunglasses,Reel,Twitter,North America,Non-binary,35-44,1475.0,1.5,1803.59,In Stock,5669152.0,929581.0,47632.0,16284.0,Apparel,Sunday,1,17.524613910510777,0.051240234858248114,0.01751755089922137,0,0,0,1,0,0,260.1800057574748
Louis Vuitton,Louis Vuitton Bold Watch,Watch,Reel,TikTok,South America,Non-binary,55+,2486.0,3.4,558.68,Out of Stock,8303526.0,391164.0,35307.0,10509.0,Fragrances,Monday,0,5.262583630134957,0.09026114299592243,0.026865900579039537,0,0,0,0,0,0,299.3908852697035
Louis Vuitton,Louis Vuitton Elegant Shoes,Shoes,Reel,TikTok,Middle East,Female,55+,2235.0,4.3,3189.97,Pre-order,6427442.0,450167.0,13088.0,18584.0,Apparel,Wednesday,0,7.4965904009713356,0.02907359030406426,0.041282365694585134,0,0,0,0,0,1,347.7277585702057
Louis Vuitton,Louis Vuitton Classic Watch,Watch,Image,Twitter,Middle East,Non-binary,18-24,4569.0,1.7,1155.55,Pre-order,9925105.0,824004.0,24707.0,3613.0,Fragrances,Saturday,1,8.587556504440004,0.029984041358972337,0.004384682131783181,0,0,0,0,1,0,460.34777465830336
Gucci,Gucci Classic Watch,Watch,Video,Instagram,South America,Male,18-24,3771.0,4.7,788.88,In Stock,4739943.0,274721.0,11837.0,3040.0,Luxury Accessories,Thursday,0,6.109735918765268,0.043087193599347706,0.01106573190352429,0,0,0,0,1,1,795.579187344658
Louis Vuitton,Louis Vuitton Bold Handbag,Handbag,Reel,YouTube,Middle East,Male,55+,3501.0,2.8,875.89,In Stock,4578700.0,93399.0,36347.0,14091.0,Footwear,Friday,0,3.141437525935309,0.3891541755888651,0.15086723768736618,1,0,0,0,0,0,764.6275143599711
Gucci,Gucci Elegant Watch,Watch,Image,TikTok,South America,Female,25-34,116.0,2.7,2010.82,Pre-order,2813162.0,404681.0,36416.0,3462.0,Luxury Accessories,Tuesday,0,15.802822588958618,0.0899867056108253,0.008554865301644255,0,0,0,0,1,0,41.23473870328122
Gucci,Gucci Modern Sunglasses,Sunglasses,Story,TikTok,Europe,Male,45-54,1961.0,1.5,4251.79,In Stock,1604943.0,408734.0,26147.0,14108.0,Eyewear,Sunday,1,27.975386041747274,0.06397054326152642,0.03451625136090621,0,1,1,1,0,0,1221.8502463950433
Louis Vuitton,Louis Vuitton Vintage Perfume,Perfume,Live,YouTube,South America,Male,45-54,3420.0,3.5,2552.79,In Stock,7512531.0,297584.0,2715.0,13915.0,Eyewear,Monday,0,4.182531825825411,0.009123443721961793,0.046759749315321675,0,0,0,0,0,0,455.2393860338147
Louis Vuitton,Louis Vuitton Chic Shoes,Shoes,Reel,TikTok,North America,Non-binary,45-54,371.0,4.1,2650.59,Pre-order,4261926.0,5425.0,41738.0,2500.0,Eyewear,Wednesday,0,1.1652712881453127,7.692222631772945,0.4607445632141541,0,0,0,1,0,1,87.0498455393172
Gucci,Gucci Bold Handbag,Handbag,Video,Twitter,North America,Non-binary,18-24,3574.0,1.6,2898.49,Out of Stock,4599147.0,564178.0,14422.0,12165.0,Fragrances,Sunday,1,12.845099319504246,0.025562808966657746,0.02156230558032114,1,0,0,1,1,0,777.100623224263
Gucci,Gucci Classic Handbag,Handbag,Video,TikTok,North America,Non-binary,25-34,2344.0,3.2,2601.52,Pre-order,6379772.0,778599.0,15810.0,15643.0,Luxury Accessories,Monday,0,12.697193567419024,0.020305676855895197,0.020091189314153608,1,0,0,1,1,0,367.4112491794378
Louis Vuitton,Louis Vuitton Elegant Handbag,Handbag,Reel,TikTok,Asia,Non-binary,55+,4305.0,1.3,4769.44,In Stock,9222570.0,708162.0,23010.0,973.0,Fragrances,Thursday,0,7.938622314604281,0.03249251937760092,0.0013739774599915557,1,1,0,0,0,0,466.78962588519255
Gucci,Gucci Classic Handbag,Handbag,Image,YouTube,Europe,Non-binary,55+,1718.0,3.5,3310.92,In Stock,3367525.0,711514.0,34508.0,13459.0,Fragrances,Monday,0,22.553091662274223,0.04849932889679065,0.018915975067286,1,0,0,1,0,0,510.16696238335277
Louis Vuitton,Louis Vuitton Elegant Watch,Watch,Image,Instagram,South America,Male,25-34,4022.0,3.4,602.67,Out of Stock,7945257.0,548830.0,47384.0,10002.0,Footwear,Monday,0,7.629910523976758,0.08633623100735928,0.01822418923129342,0,0,0,0,1,0,506.21395884362204
Gucci,Gucci Vintage Watch,Watch,Image,Facebook,Asia,Male,55+,1785.0,2.9,4470.72,In Stock,1738526.0,526173.0,16852.0,17272.0,Fragrances,Monday,0,32.22827843817119,0.03202742818915416,0.0328256432282857,0,1,1,0,0,0,1026.7318406512184
Louis Vuitton,Louis Vuitton Bold Watch,Watch,Image,Twitter,Europe,Female,55+,3841.0,4.3,2997.55,In Stock,6468261.0,136614.0,24767.0,19703.0,Luxury Accessories,Friday,0,2.799577815428289,0.18129048786736449,0.14422281594261246,0,0,0,1,0,1,593.8226673289776
Gucci,Gucci Bold Belt,Belt,Image,Twitter,South America,Female,45-54,282.0,2.9,3373.35,Out of Stock,3840629.0,353665.0,43946.0,3437.0,Fragrances,Wednesday,0,10.442247871377319,0.12425848116584574,0.0097182087053887,0,0,0,0,0,0,73.42547275459306
Gucci,Gucci Bold Handbag,Handbag,Reel,Facebook,North America,Non-binary,18-24,3145.0,3.7,987.7,Out of Stock,8203440.0,423748.0,30072.0,14024.0,Footwear,Friday,0,5.703022146806705,0.0709665391540747,0.03309506335118195,1,0,0,1,1,0,383.375754561501
Louis Vuitton,Louis Vuitton Modern Handbag,Handbag,Live,Twitter,Middle East,Female,55+,2996.0,1.3,2662.055,Pre-order,4313811.0,732840.0,15970.0,19818.7,Apparel,Monday,0,17.817857574195994,0.02179190301852653,0.027043656127318204,1,0,0,0,0,0,694.5135055754645
Louis Vuitton,Louis Vuitton Bold Shoes,Shoes,Reel,TikTok,North America,Male,55+,4066.0,2.0,4587.49,Pre-order,9821636.0,801287.0,45778.0,5695.0,Eyewear,Saturday,1,8.682463899089724,0.057130519863020535,0.007107307235351085,0,1,0,1,0,0,413.98398393098665
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Watch,Image,Instagram,South America,Female,25-34,3145.0,3.4,847.72,Out of Stock,9734871.0,858678.0,8961.0,15404.0,Apparel,Tuesday,0,9.07092656903209,0.010435797311917492,0.017939183326947557,0,0,0,0,1,0,323.06540066119004
Louis Vuitton,Louis Vuitton Modern Sunglasses,Sunglasses,Video,Instagram,Asia,Female,18-24,118.0,1.1,2946.53,In Stock,5292338.0,990213.0,40691.0,1405.0,Luxury Accessories,Wednesday,0,19.505726958482246,0.04109313744301737,0.0014188852106716326,0,0,0,0,1,0,22.296383942219865
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Sunglasses,Video,TikTok,Asia,Non-binary,18-24,4373.0,2.4,4518.95,Out of Stock,5353699.0,94926.0,19597.0,19678.0,Apparel,Thursday,0,2.506696771708682,0.20644284555500542,0.2072961328178495,0,1,0,0,1,0,816.8184277823614
Louis Vuitton,Louis Vuitton Modern Handbag,Handbag,Reel,TikTok,North America,Male,35-44,3697.0,3.2,378.92,Pre-order,780183.0,640357.0,21293.0,1845.0,Footwear,Saturday,1,85.04350902288309,0.033251712323419086,0.002881200828286677,1,0,1,1,0,0,4738.631833813349
Gucci,Gucci Modern Sunglasses,Sunglasses,Video,TikTok,North America,Male,45-54,2533.5,3.1,311.0,In Stock,5598445.0,824725.0,20973.0,15945.0,Eyewear,Saturday,1,15.3907558259481,0.02543026411195961,0.019333693857111332,0,0,0,1,0,0,452.5363739395493
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Story,Twitter,Middle East,Non-binary,55+,3466.0,4.5,595.94,Out of Stock,9308358.0,892668.0,31974.0,200.0,Footwear,Saturday,1,9.935608406982197,0.03581842765907632,0.00022404721122835003,0,0,0,0,0,1,372.3535343182976
Louis Vuitton,Louis Vuitton Bold Watch,Watch,Reel,Instagram,Asia,Male,18-24,1144.0,4.4,4557.69,Pre-order,3711608.0,961514.0,21923.0,1724.0,Fragrances,Thursday,0,26.54270063002343,0.02280047633162249,0.0017930037492914826,0,1,0,0,1,1,308.2222045000442
Gucci,Gucci Bold Perfume,Perfume,Video,Twitter,Middle East,Non-binary,55+,4169.0,3.0,4398.01,Pre-order,3974993.0,313620.0,26111.0,17476.0,Eyewear,Sunday,1,8.98635544766997,0.08325654213206386,0.05572330934471863,0,1,0,0,0,0,1048.80687840205
Gucci,Gucci Modern Shoes,Shoes,Live,TikTok,North America,Non-binary,25-34,4787.0,3.0,4514.67,Out of Stock,934413.0,475458.0,8647.0,16818.0,Footwear,Thursday,0,53.60830810359016,0.018186636492315847,0.03537213513678361,0,1,1,1,1,0,5123.002355489489
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Reel,TikTok,North America,Female,18-24,1335.0,2.1,345.18,Out of Stock,8434984.0,489587.0,24719.0,855.0,Eyewear,Wednesday,0,6.107433043145074,0.05048939107984673,0.0017463663325081498,0,0,0,1,1,0,158.26941699000258
Louis Vuitton,Louis Vuitton Classic Handbag,Handbag,Reel,Facebook,Asia,Non-binary,35-44,2210.0,2.4,2099.78,Out of Stock,1382964.0,225617.0,32011.0,475.0,Footwear,Wednesday,0,18.66303099719154,0.14188141017117428,0.002105328475564893,1,0,0,0,0,0,1598.0170127349663
Louis Vuitton,Louis Vuitton Bold Perfume,Perfume,Live,Twitter,North America,Female,18-24,1821.0,2.6,2173.42,Out of Stock,6749076.0,13129.0,244.0,14722.0,Fragrances,Saturday,1,0.41627920622022924,0.018583396801218583,1.1212490479817212,0,0,0,1,1,0,269.814712413966
Louis Vuitton,Louis Vuitton Chic Belt,Belt,Story,Facebook,Middle East,Non-binary,45-54,2013.0,2.7,2931.45,In Stock,4872284.0,140158.0,37626.0,16757.0,Footwear,Sunday,1,3.9928091219641546,0.2684522577929352,0.11955707446542854,0,0,0,0,0,0,413.15325625517727
Louis Vuitton,Louis Vuitton Elegant Perfume,Perfume,Reel,TikTok,South America,Non-binary,55+,1897.0,2.7,2281.19,Out of Stock,5039196.0,701557.0,20440.0,10139.0,Eyewear,Friday,0,14.528825630120359,0.029135153472699335,0.01445211942562126,0,0,0,0,0,0,376.4489414581215
